Email,Label,is_phishing_verdict,risk_level,explanation
15923,1,False,Low,"[Vote: 1 Phish / 2 Safe | Winning Logic: Network/Technical Analyst] The email presents a technical log message, likely from a scheduling system. The date and time format (12/29/01, 9) is unusual for modern systems but consistent with older scheduling software. The repeated phrases about 'unable to assign deal number' and 'cannot locate a preferred schedule' suggest a system error or a process failing to find a matching schedule. There are no obvious links, requests for information, or attempts to create urgency. The language is technical and focused on a specific operational issue, aligning with a legitimate system log."
17749,1,False,Low,"[Vote: 1 Phish / 2 Safe | Winning Logic: Network/Technical Analyst] The email contains several elements that warrant caution, but ultimately leans towards a low risk. Firstly, it includes a forwarded email chain with multiple recipients, a common tactic to appear legitimate. Secondly, the subject line is straightforward and relates to a business document. However, the request to ""finalize this and begin the formal implementation of these changes as soon as possible"" introduces a subtle sense of urgency, which is a potential red flag. The email also contains an attachment (.xls) which is a common vector for malware. While the sender's email address (marcelo.parra@enron.com) is associated with a historical company, the email itself doesn't contain any immediately obvious malicious links or requests for sensitive information. The use of dated email addresses (10/17/2000, 10/05/2000) adds to the historical context and doesn't inherently indicate a phishing attempt. The overall tone is professional and business-like. The attachment, while potentially risky, isn't overtly linked to a malicious action. The urgency is a minor concern, but the email's content doesn't strongly suggest a phishing attack."
11199,1,ERROR,ERROR,Failed all paths
7660,0,True,High,"[Vote: 3 Phish / 0 Safe | Winning Logic: Network/Technical Analyst] This email exhibits multiple, highly suspicious characteristics indicative of a sophisticated phishing attempt. The email is overwhelmingly filled with nonsensical, unrelated text – a technique known as 'garbled text' or 'noise' – designed to obfuscate the legitimate message and appear random to the untrained eye. The URL, 'http://www.dn-ice-boat.com/gone.php', is completely unrelated to any legitimate service and is likely a domain specifically created for phishing. The presence of 'password newsletter' within the body further suggests a deceptive attempt to lure the recipient into providing credentials. The email leverages a barrage of unrelated words and phrases to create a sense of confusion and overwhelm, making it difficult to discern the true intent. The sheer volume of irrelevant text and the suspicious URL strongly indicate a malicious purpose. The use of 'revolutionary' and '100% guaranteed' is a common tactic to create a sense of urgency and trust, which is highly suspect in this context."
12737,1,False,Low,"[Vote: 0 Phish / 2 Safe | Winning Logic: Social Engineering Expert] This email appears to be a technical discussion about spam filtering (specifically, the Razor anti-spam software) within a university IT department. While it contains technical jargon and multiple recipients, there are no immediate red flags. The tone is collaborative and troubleshooting-oriented. The mention of MIMEDefang and user preferences is consistent with legitimate IT operations. The use of Rot13 encoding is a deliberate obfuscation technique, common in security discussions to avoid immediate comprehension, but doesn't inherently indicate malicious intent. The inclusion of a Dice sponsorship link is a standard practice for mailing lists and doesn't raise concerns on its own. The email utilizes a conversational style, which is typical of technical discussions. There is no explicit request for sensitive information, no urgent calls to action, and no unusual links. The complexity of the technical discussion is a common characteristic of legitimate IT troubleshooting."
190,0,True,High,"[Vote: 2 Phish / 0 Safe | Winning Logic: Social Engineering Expert] This email exhibits multiple, highly suspicious social engineering tactics. The language is excessively elaborate and dramatic, claiming a deceased former president's fortune and offering a lucrative investment opportunity. The request for assistance in receiving a massive sum of money ($8,000,000) is a classic phishing lure. The email uses emotional manipulation (appealing to a potential accomplice's greed) and creates artificial urgency ('urgent response'). The inclusion of a personal phone number and fax number is a common tactic to establish trust and facilitate further communication. The mention of 'risk-free' is a blatant red flag. The email's origin (sf.net) and the inclusion of a spam filtering advertisement (Jabber) are also suspicious and likely added to mask the true source. The repetition of 'DeathToSpam' is a clear indicator of a spam email. The request for a percentage charge is a common tactic to extract funds. Overall, the email’s content, tone, and requests strongly suggest a fraudulent scheme."
11308,1,True,Medium,"[Vote: 1 Phish / 0 Safe | Winning Logic: Social Engineering Expert] This email presents a complex scenario requiring careful analysis. While it appears to be a legitimate academic invitation for book reviews, several elements warrant caution. The email utilizes a lengthy, technical description of books and their contents, typical of academic publications. However, the request for detailed information about the reviewer's research interests, affiliation, and background is a common tactic used in phishing attempts to gather personal data. The email lacks a clear sender identity beyond the ‘linguistlist.org’ domain, which, while seemingly legitimate, could be spoofed. The request for a URL to an electronic CV is also a red flag, as it bypasses standard verification processes. The overall tone is formal and detailed, but the combination of these factors suggests a potential attempt to collect information under the guise of a scholarly invitation. The email doesn't exhibit immediate urgency or threats, but the detailed information request and the slightly unusual phrasing raise concerns."
13809,1,False,Medium,"[Vote: 1 Phish / 2 Safe | Winning Logic: Network/Technical Analyst] The email contains a reference to a 'deal' and a 'meter' number, which could be a legitimate reference to a service agreement. The use of 'dec 00' and 'deal # 565701' is somewhat unusual but doesn't immediately scream phishing. The subject line 're:' suggests a response to a previous communication, which is common. However, the lack of a verifiable sender and the somewhat cryptic nature of the message warrant caution. The email lacks urgency or requests for sensitive information. While not definitively safe, the indicators are not strong enough to immediately flag it as phishing."
12409,1,ERROR,ERROR,Failed all paths
11526,0,True,High,"[Vote: 2 Phish / 1 Safe | Winning Logic: Network/Technical Analyst] The email contains a highly abbreviated and nonsensical message with a URL. The URL is completely unverified and lacks any identifiable domain or organization. The message itself is extremely informal and lacks any context or legitimate sender information. The use of 'could yours ! >' is a clear indicator of spam or a low-quality attempt at marketing. The lack of a proper subject line and the unusual formatting further contribute to the suspicious nature of the email. While the technical indicators are weak, the overall impression is highly suspect."
