Email,Label,is_phishing_verdict,risk_level,explanation
1869,1,True,Medium,"The email lacks context, uses a generic greeting ('stuart'), has an unusual subject line, and the sender's name ('vince kaminski') doesn't relate to the 'term paper' subject, which are all red flags for potential phishing. The mention of an unopenable attachment is a common tactic to induce a reply and potentially elicit further information or a malicious attachment."
437,1,False,Low,"The email appears to be a product listing or advertisement for academic books from Cambridge University Press. While lengthy, the content aligns with typical descriptions of academic publications. The presence of a Cambridge University Press order link further supports legitimacy. There are no immediate red flags like urgent requests, suspicious links, or generic greetings."
1875,1,True,Medium,"The email exhibits several red flags: unusual capitalization and grammatical errors ('contract for henwood engagement sandeep'), a sense of urgency ('otherwise, we may be in violation of enron policy'), and a forwarded chain that is suspicious given the Enron context (which is associated with fraud). The references to specific names and dates, while seemingly legitimate, could be fabricated to appear authentic. The request to review a contract before a return to Houston further adds to the suspicious nature."
10858,0,True,High,"Promotes pharmaceuticals with exaggerated claims, uses misspelled brand names (viagra, ci-ialis), offers unrealistically low prices, and includes suspicious URLs with unusual parameters (e.g., '?ronn o')."
269,1,True,Medium,"The error message format (script execution failure, path references) is highly unusual for legitimate communication. It attempts to appear technical to appear authentic but is likely a deceptive tactic to trick the user into investigating a fake issue or clicking a link/attachment."
3016,1,False,Low,"While the email contains unusual phrasing and formatting (likely a copy/paste error from a chat or text), it lacks definitive phishing indicators like suspicious links, requests for personal information, or urgent/threatening language. The content, though awkward, seems to relate to financial amounts and employment, which could be part of internal communications."
1247,0,True,High,"The email contains heavily obfuscated text, likely intended to evade spam filters and conceal the true nature of the link. The content is also suggestive and highly unusual for legitimate communication, strongly indicating a malicious intent."
9962,0,True,Medium,"The email uses a generic greeting, promises unsolicited services (search engine submission), includes a 'to remove' phone number (a common tactic to entice clicks), and provides a toll-free number that is likely a call center impersonating a legitimate service."
10623,1,True,High,"Suspicious language ('please grant access'), generic subject, unusual alphanumeric identifier ('kker - 4 r 3 klb'), urgent tone, and a directive to click a link without context are strong indicators of a phishing attempt."
2437,0,True,High,"The email contains numerous red flags including unrealistic price projections, a vague sender, a disclaimer attempting to shield liability, unusual language and a suspicious opt-out link.  The strong push for investment with an explicit disclosure of potential conflict of interest and paid promotion further elevates the risk."
